DLiP-ID,Canonical SMILES(RDKit),MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings,Common Target Pref Name,Active
C005IM,COc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,507.412,4.176,7,2,115.4,5,3,Glucokinase/Glucokinase regulatory protein,Active
C005IN,CC#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,515.435,5.358,6,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005IO,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Oc2ccccc2)nc1)C(F)(F)F,516.501,4.305,8,2,128.29,6,4,Glucokinase/Glucokinase regulatory protein,Active
C005IP,Cn1c(S(=O)(=O)c2ccc(N)nc2)cnc1-c1ccc(C(C)(O)C(F)(F)F)cc1,426.42,2.689,7,2,111.1,4,3,Glucokinase/Glucokinase regulatory protein,Inactive
C005IQ,CC(O)(c1cnc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1)C(F)(F)F,463.89,2.568,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005IR,CC#Cc1cc(C(C)(O)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)s1,467.494,3.043,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005IS,CC(O)(c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1)C(F)(F)F,463.89,2.874,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005IT,C[C@@](O)(c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1)C(F)(F)F,463.89,2.874,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005IU,C[C@](O)(c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1)C(F)(F)F,463.89,2.874,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C001LU,Br.CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,328.294,4.178,2,1,23.47,5,2,MENIN/MLL,Active
C005IV,N#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,502.396,3.984,7,2,129.96,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005IW,Nc1ccc(S(=O)(=O)c2ccc(-c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3C#CCO)cc2)cn1,531.434,4.11,7,3,126.4,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005IX,COCC#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,545.461,4.629,7,2,115.4,5,3,Glucokinase/Glucokinase regulatory protein,Active
C005IY,Nc1ccc(S(=O)(=O)c2cnc(-c3ccc(S(N)(=O)=O)cc3Cl)s2)cn1,430.92,0.506,8,2,146.1,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005IZ,CC(C)(O)c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1,409.92,1.872,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005J0,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccccn2)nc1)C(F)(F)F,516.505,3.512,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
P0008Q,Cn1nnc2cc([C@@H](CC(=O)O)c3ccc(Cl)cc3)ccc21,315.76,2.712,4,1,68.01,4,3,MKEAP1/MNRF2,Active
C005J1,CC(O)(c1cnc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)s2)nc1)C(F)(F)F,430.433,0.905,8,2,119.06,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005J2,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)s2)cc1)C(F)(F)F,428.457,3.109,6,2,93.28,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005J3,CC(O)(c1ccc(N2CCN(S(=O)(=O)c3ccc(N)nc3)CC2)cc1)C(F)(F)F,430.452,2.527,6,2,99.76,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005J4,C[C@H](O)C#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,545.461,4.636,7,3,126.4,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005J5,Nc1ccc(S(=O)(=O)c2cnc(-c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)s2)cn1,483.415,3.254,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005J6,Nc1ccc(S(=O)(=O)c2csc(-c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)n2)cn1,483.415,3.953,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Inactive
T002B9,CC(=O)Nc1cc(C[C@H](NS(=O)(=O)c2cccc(C(F)(F)F)c2)C(=O)O)ccc1OCCCCNc1cc(C)ccn1,608.639,2.239,7,4,146.72,14,3,Integrins,Active
C005J7,Cn1cc(S(=O)(=O)c2ccc(N)nc2)nc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,480.39,4.005,7,2,111.1,4,3,Glucokinase/Glucokinase regulatory protein,Inactive
C005J8,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)cc2)cc1)C(F)(F)F,422.428,4.422,5,2,93.28,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005J9,Nc1ccc(S(=O)(=O)c2ccc(-c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cn3)cc2)cn1,477.386,4.261,6,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JA,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)cn2)nc1)C(F)(F)F,424.404,2.096,7,2,119.06,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JB,Nc1ccc(S(=O)(=O)c2ccc(-c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cn3)cc2)cn1,478.374,3.22,7,2,119.06,4,3,Glucokinase/Glucokinase regulatory protein,Active
T002BA,CN(CCCC(=O)NCC1=CCc2ccccc2C(CC(=O)O)C1)c1ccccn1,407.514,3.0,4,2,82.53,9,3,Integrins,Active
C005JC,CC(C)(O)C#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,559.488,4.746,7,3,126.4,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JD,CNc1nc(S(=O)(=O)c2ccc(N)nc2)ccc1-c1ccc(C(C)(O)C(F)(F)F)cn1,453.446,2.47,8,3,131.09,5,3,Glucokinase/Glucokinase regulatory protein,Active
C005JE,CCNc1nc(S(=O)(=O)c2ccc(N)nc2)ccc1-c1ccc(C(C)(O)C(F)(F)F)cn1,467.473,2.893,8,3,131.09,6,3,Glucokinase/Glucokinase regulatory protein,Active
C005JF,CC(C)Nc1nc(S(=O)(=O)c2ccc(N)nc2)ccc1-c1ccc(C(C)(O)C(F)(F)F)cn1,481.5,3.353,8,3,131.09,6,3,Glucokinase/Glucokinase regulatory protein,Active
C005JG,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2NC2CC2)nc1)C(F)(F)F,479.484,3.013,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
C005JH,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2NC2CCCCC2)nc1)C(F)(F)F,521.565,4.298,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
C000Z1,CCOc1ccccc1C(=O)Nc1cc(Cl)ccc1O,291.734,3.976,3,2,58.56,4,2,MENIN/MLL,Inactive
C005JI,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccccc2)nc1)C(F)(F)F,515.517,4.036,8,3,131.09,6,4,Glucokinase/Glucokinase regulatory protein,Active
C005JJ,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccncc2)nc1)C(F)(F)F,516.505,2.784,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
C005JK,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2cccnc2)nc1)C(F)(F)F,516.505,2.784,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
C005JM,C[C@@](O)(CO)c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1,425.919,0.74,8,3,126.4,5,3,Glucokinase/Glucokinase regulatory protein,Active
C005JN,CC#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,515.435,5.358,6,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JO,CC#Cc1cc(C(C)(O)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)s1,467.494,3.043,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JP,C[C@@](O)(c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1)C(F)(F)F,463.89,2.874,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JQ,C[C@](O)(c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1)C(F)(F)F,463.89,2.874,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JR,Nc1ccc(S(=O)(=O)c2ccc(-c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3C#CCO)cc2)cn1,531.434,4.11,7,3,126.4,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JS,COCC#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,545.461,4.629,7,2,115.4,5,3,Glucokinase/Glucokinase regulatory protein,Active
C005JT,CC(C)(O)c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1,409.92,1.872,7,2,106.17,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JU,C[C@H](O)C#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1,545.461,4.636,7,3,126.4,4,3,Glucokinase/Glucokinase regulatory protein,Active
C005JV,Nc1ccc(S(=O)(=O)c2ccc(-c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cn3)cc2)cn1,478.374,3.22,7,2,119.06,4,3,Glucokinase/Glucokinase regulatory protein,Inactive
C005JW,N#Cc1cc2cc(CN3CCC(Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)c(O)cc2n1Cc1cn[nH]c1,566.613,4.401,9,3,118.68,7,6,MENIN/MLL,Inactive
C005JX,C[C@@H]1O[C@@H](Oc2ccc(-c3oc4cc(O)cc(O)c4c(=O)c3O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2O)[C@H](O)[C@H](O)[C@H]1O,756.663000000001,-0.155,20,12,328.35,8,6,Fanconi anemia group F protein/Transcription factor HES-1,Inactive
C005JY,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,610.521,0.877,16,10,269.43,6,5,Fanconi anemia group F protein/Transcription factor HES-1,Inactive
C005JZ,Cc1c(F)c(N)cc(C(=O)Nc2cc(-c3ccc(N)cc3)ccc2N2CCN(C)CC2)c1Cl,467.976,4.28,5,3,87.62,4,4,WDR5/MLL1,Active
C000EY,CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)(O)O)C(=O)O,423.487,4.907,4,4,133.16,19,0,MENIN/MLL,Inactive
C000EZ,CCN(CC)c1ccc(/C=N/NC(=O)c2ccc(O)cc2)cc1,311.385,4.643,4,2,64.93,6,2,MENIN/MLL,Inactive
C000F2,c1ccc(CNCCNCc2ccccc2)cc1,240.35,2.858,2,2,24.06,7,2,MENIN/MLL,Inactive
C002T6,CC(=O)NC(c1ccco1)c1cc(Cl)c2ccc(Cl)nc2c1O,351.189,3.151,4,2,75.36,3,3,Importin subunit beta-1/Snurportin-1,Inactive
T002BB,CN(CCCC(=O)NCC1=CCc2ccccc2C(CC(=O)O)C1)c1ccccn1,407.514,3.0,4,2,82.53,9,3,Integrins,Active
C000Z0,CCCCC/C=C/C=C1/C(=O)C=C[C@@H]1C/C=C\CCCC(=O)O,316.441,5.339,2,1,54.37,11,1,MENIN/MLL,Inactive
C001MZ,CCc1cc2c(N3CCN(C(=O)c4ccco4)CC3)ncnc2s1,342.424,1.603,6,0,62.47,3,4,MENIN/MLL,Inactive
T002BC,CN(CCCC(=O)NCC1=CCc2ccccc2C(CC(=O)O)C1)c1ccccn1,407.514,3.0,4,2,82.53,9,3,Integrins,Active
C000I3,O=C(Cn1c(-c2cscn2)nc2ccccc21)Nc1ccc(Cl)cc1,368.849,3.838,5,1,59.81,4,4,MENIN/MLL,Inactive
T003EW,COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@H]2CSCN2S(C)(=O)=O)C(=O)O)cc1,464.565,2.543,6,2,113.01,8,3,Integrins,Active
T002BD,N=C(N)c1ccc(CN2C(=O)COc3cc(NC(=O)C(Cc4ccccc4)C(=O)O)ccc32)cc1,472.501,3.238,5,4,145.81,8,4,Integrins,Active
C001MM,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-],436.077,7.642,3,1,63.6,19,0,MENIN/MLL,Inactive
C001SJ,O=C(Nc1cccc(C(F)(F)F)c1)Oc1ccc(Cl)c2cccnc12,366.726,4.663,3,1,51.22,2,3,MENIN/MLL,Inactive
T003S7,O=C1C(Br)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1,406.063,3.283,4,0,49.85,2,3,Rad51/BRCA2,Active
C000FN,COc1ccc(N2CCN(C3CC(=O)N(Cc4ccccc4)C3=O)CC2)cc1,379.46,2.526,5,0,53.09,5,4,MENIN/MLL,Inactive
C000FO,COc1ccccc1Nc1nc(-c2sc(N)nc2C)cs1,318.427,1.915,7,2,73.06,4,3,MENIN/MLL,Inactive
C000RI,CCOC(=O)c1sc(SC)c2c1CCCC2=O,270.375,2.123,5,0,43.37,3,2,MENIN/MLL,Inactive
T002BE,N=C(N)c1ccc(CN2C(=O)COc3cc(NC(=O)C(Cc4ccccc4)C(=O)O)ccc32)cc1,472.501,3.238,5,4,145.81,8,4,Integrins,Active
C000FP,C=CCOc1ccc2c(c1)C(=NO)c1cc(OCC=C)ccc1-2,307.349,4.797,4,1,51.05,6,3,MENIN/MLL,Inactive
T002SF,N=C(N)c1ccc(C(=O)NCC(=O)N2CCN(CC(=O)O)C(=O)C2)cc1,361.358,-3.329,5,4,156.89,6,2,Integrins,Active
C000FZ,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.501,6.098,2,1,37.3,1,4,MENIN/MLL,Active
C001S5,Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1,252.342,3.981,3,1,38.91,2,3,MENIN/MLL,Inactive
T003EY,C/C(=N\Nc1ccc2ccccc2n1)c1ccc(-c2cccc(C(=O)O)c2Cl)o1,405.841,6.243,5,2,87.72,5,4,"BCL-like/BAX,BAK",Inactive
C000G0,O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,254.241,4.503,4,2,70.67,1,3,MENIN/MLL,Active
C001O2,COc1cccc(COCC(O)CN2CCC(C(N)=O)CC2)c1,322.405,0.0140000000000001,5,2,85.02,8,2,MENIN/MLL,Inactive
T00254,O=C(Nc1ccc(Cl)cc1)Nc1ncccc1OCc1ccccc1,353.809,4.205,3,2,63.25,5,3,Cyclophilins,Active
T002BF,O=C(O)C[C@H](NC(=O)CN(C(=O)c1cccc(C2CCNCC2)c1)C1CC1)c1cccnc1,450.539,1.431,5,3,111.63,9,4,Integrins,Active
T003EZ,CCOc1ccccc1-n1c(CN2CCOCC2)nc2ccccc2c1=O,365.433,2.941,6,0,56.59,5,4,HIF-1a/p300,Inactive
C001OD,COc1ccc(-c2cc(C(F)(F)F)nc(N3CCN(C)CC3)n2)cc1,352.36,3.387,5,0,41.49,3,3,MENIN/MLL,Inactive
T003F0,O=C(NCc1ccccc1)C1CCCN1S(=O)(=O)/C=C/c1ccccc1,370.474,3.203,3,1,66.48,6,3,FKBP1A/FK506,Inactive
C000G1,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,360.435,1.823,5,2,90.65,5,3,MENIN/MLL,Inactive
T002BG,O=C(O)C[C@H](NC(=O)CN(C(=O)c1cccc(C2CCNCC2)c1)C1CC1)c1cccnc1,450.539,1.431,5,3,111.63,9,4,Integrins,Active
T007XK,Cc1cc(-c2ccccc2)[nH]c2nc3ccccc3[n+]1-2,260.32,5.629,1,1,32.56,1,4,"BCL-like/BAX,BAK",Inactive
T002BH,O=C(O)CN1CCN(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)CC1,387.484,-1.76,5,1,80.22,3,4,Integrins,Active
T002BI,O=C(O)CN1CCN(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)CC1,387.484,-1.76,5,1,80.22,3,4,Integrins,Active
T005WY,CC/N=C(\N)c1ccc(N2CCC3(CCN(C(=O)CCCC(=O)O)CC3)C2=O)cc1,414.506,0.755,4,2,116.3,7,3,Integrins,Active
T005WZ,CC/N=C(\N)c1ccc(N2CCC3(CCN(C(=O)CCCC(=O)O)CC3)C2=O)cc1,414.506,0.755,4,2,116.3,7,3,Integrins,Active
C000J8,Cc1ccc(S(=O)(=O)n2nc(OC(=O)c3cccs3)cc2N)cc1,363.42,3.503,8,1,104.28,4,3,MENIN/MLL,Inactive
T005YG,CCc1cc(O)c2c(O)c3c(cc2c1C(=O)OC)C(=O)c1cccc(O)c1C3=O,392.363,3.993,7,3,121.13,2,4,Integrins,Active
T003ZO,Nc1ncc(C(=O)NCC2CN(c3ccc(N4CCC(C(=O)O)CC4)cc3)C(=O)O2)s1,445.501,0.258,8,3,138.09,6,4,Integrins,Inactive
C000JC,O=c1cc(-c2ccccc2O)oc2c(O)c(O)ccc12,270.24,3.829,5,3,90.9,1,3,MENIN/MLL,Inactive
T003GW,NS(=O)(=O)c1cccc(NC(=O)/C=C/Oc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)c1,452.576,5.605,4,2,98.49,6,6,HIF-1a/p300,Active
C000Z2,CC(C)c1cc2c(c(O)c1O)[C@@]1(C(=O)O)CCCC(C)(C)[C@@H]1CC2,332.44,5.897,3,3,77.76,2,3,MENIN/MLL,Inactive
C000Z3,O=C(O)C(=O)Cc1c[nH]c2ccccc12,203.197,1.211,2,2,70.16,3,2,MENIN/MLL,Inactive
C000GC,CCOC(=O)N1CCCN([N+]([O-])=NOc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,398.332,0.375,9,0,166.72,6,2,MENIN/MLL,Inactive
C001OH,Cc1ccc(/C=C2\OC(=O)c3ccccc32)cc1,236.27,4.476,2,0,26.3,1,3,MENIN/MLL,Active
T003I1,COc1cnnc(O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,462.289,1.953,6,3,121.64,7,3,Integrins,Active
T002BJ,CC(C)(C(=O)N1CCC(CC(=O)O)CC1)C(NC(=O)c1ccc(C(=N)N)cc1)c1ccc(Cl)cc1,499.011,3.716,4,4,136.58,8,3,Integrins,Active
T005YH,CCc1cc(O)c2c(O)c3c(cc2c1C(=O)OC)C(=O)c1cccc(O)c1C3=O,392.363,3.993,7,3,121.13,2,4,Integrins,Active
C001OI,Nc1ccccc1C(=O)CC(N)C(=O)O,208.217,-2.116,4,3,106.41,4,1,MENIN/MLL,Active
C001OR,O=C1NC(=S)N(c2ccc(F)cc2)C(=O)/C1=C/c1ccco1,316.313,1.512,4,1,62.55,2,3,MENIN/MLL,Inactive
C000HL,COc1c(F)c(F)c(C(=O)Nc2ccc(NC(=O)c3ccco3)cc2)c(F)c1F,408.307,3.223,4,2,80.57,5,3,MENIN/MLL,Inactive
T002BK,CC(C)(C(=O)N1CCC(CC(=O)O)CC1)C(NC(=O)c1ccc(C(=N)N)cc1)c1ccc(Cl)cc1,499.011,3.716,4,4,136.58,8,3,Integrins,Active
C000HN,c1coc(CNc2ncnc3nc[nH]c23)c1,215.216,0.533,5,2,79.63,3,3,MENIN/MLL,Inactive
C002TR,Cn1c2ccccc2c2ncn(CCN3CCOCC3)c(=O)c21,312.373,1.767,6,0,52.29,3,4,Importin subunit beta-1/Snurportin-1,Inactive
C002TS,COc1cccc2nc3cc(C)c(C)cc3nc12,238.29,3.195,3,0,35.01,1,3,Importin subunit beta-1/Snurportin-1,Inactive
C002U3,O=c1oc2ccccc2c2oc3cc(O)c(O)cc3c12,268.224,3.398,5,2,83.81,0,4,Importin subunit beta-1/Snurportin-1,Inactive
C000I0,O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,349.405,5.238,2,2,49.33,6,3,MENIN/MLL,Inactive
T005ZJ,COc1ccc([C@@H](CCCCCCc2ccc3c(n2)NCCC3)CC(=O)O)cn1,397.519,4.796,5,2,84.34,11,3,Integrins,Active
T0060H,CC(C)(O)C1Cc2cc3cc(-c4ccccc4)oc3cc2O1,294.35,3.984,3,1,42.6,2,4,HIF-1a/p300,Active
C000I2,Cc1cccnc1Nc1nc(-c2ccc(O)cc2O)cs1,299.355,2.96,6,3,78.27,3,3,MENIN/MLL,Active
T005ZR,Cc1cc(/C=C/c2cccc(C(=O)Oc3ccccc3[N+](=O)[O-])c2)cc(C)c1O,389.407,6.096,5,1,89.67,5,3,Transthyretin tetramer,Active
T003I2,COc1cnnc(O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,462.289,1.953,6,3,121.64,7,3,Integrins,Active
C000I1,Cc1ccnc(Nc2nc(-c3ccc(O)cc3O)cs2)c1,299.355,3.171,6,3,78.27,3,3,MENIN/MLL,Inactive
T0060G,C/C(=N\Nc1nc2ccccc2s1)c1ccc(-c2cccc(C(=O)O)n2)s1,394.481,3.599,7,2,87.47,5,4,"BCL-like/BAX,BAK",Active
P0008S,COc1cc(-c2cccc3c2OCCO3)ccc1Nc1cccc(CN(C)C)c1,390.483,4.192,5,1,42.96,6,4,KRAS/SOS1,Active
T003I3,COc1cnnc(O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,462.289,1.953,6,3,121.64,7,3,Integrins,Active
C001Q1,Cc1ccc(S(=O)(=O)Oc2cccc3c(O)cccc23)cc1,314.362,3.447,4,1,63.6,3,3,MENIN/MLL,Inactive
C001Q2,O=c1c2ccccc2sn1-c1ccc(S(=O)(=O)N2CCCC2)cc1,360.46,2.975,5,0,59.38,3,4,MENIN/MLL,Inactive
T003ZR,CC(=O)N1CSC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,322.386,0.883,4,2,86.71,5,2,Integrins,Inactive
T003ZQ,O=C(NC(=O)c1c(O)cccc1O)Nc1ccc(F)c(Cl)c1,324.695,5.199,4,4,98.66,2,2,Cyclophilins,Inactive
C001Q3,CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,344.886,5.413,3,0,15.71,7,3,MENIN/MLL,Active
T003ZP,Nc1ncc(C(=O)NCC2CN(c3ccc(N4CCC(C(=O)O)CC4)cc3)C(=O)O2)s1,445.501,0.258,8,3,138.09,6,4,Integrins,Inactive
C001QO,FC(F)(F)c1cccc(NC(S)=NCc2ccccc2)c1,310.344,4.187,1,2,24.39,3,2,MENIN/MLL,Active
T003ZT,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)NC2=O)cc1O,385.372,2.026,7,2,103.32,6,3,Tubulin dimer,Active
T003ZS,CC(=O)N1CSC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,322.386,0.883,4,2,86.71,5,2,Integrins,Inactive
T00523,CCCCCCCCS(=O)(=O)N1CCCC1C(=O)NCCCc1ccccc1,408.608,5.225,3,1,66.48,13,2,FKBP1A/FK506,Active
C001QN,CCn1c2ccccc2c2cc(NC(=O)c3cc(C)on3)ccc21,319.364,4.105,4,1,60.06,3,4,MENIN/MLL,Inactive
T003IJ,CCCN(C(=O)CCC(=O)O)C1=C(C)CC(c2ccccc2)N(Cc2ccc(C(=N)N)cc2)C1=O,476.577,2.933,4,3,127.79,10,3,Integrins,Inactive
T003ZU,N=C(N)NCCc1cn(CC(=O)N(CC(=O)O)c2ccccc2)nn1,345.363,-2.268,6,4,150.22,8,2,Integrins,Inactive
C001RH,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,308.341,1.794,5,1,68.92,3,3,MENIN/MLL,Inactive
C002V6,COc1c(OC)c2nc(O)cc3c4ccccc4n(c1=O)c23,296.282,2.843,6,1,73.06,2,4,Importin subunit beta-1/Snurportin-1,Active
T003ZV,N=C(N)NCCc1cn(CC(=O)N(CC(=O)O)c2ccccc2)nn1,345.363,-2.268,6,4,150.22,8,2,Integrins,Inactive
C001RJ,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,351.921,6.288,1,1,12.03,7,3,MENIN/MLL,Active
C001RU,CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,412.715,3.518,4,1,48.72,4,3,MENIN/MLL,Inactive
P0008T,COc1ccc(Br)cc1S(O)(O)Nc1cccc(N2CCCC2=O)c1,427.32,2.97,5,3,82.03,5,3,Bromodomain/Histone,Active
C002V8,OCCNc1c2ccccc2nc2c(F)c(F)c(F)c(F)c12,310.25,3.061,3,2,45.15,3,3,Importin subunit beta-1/Snurportin-1,Inactive
C000Z5,Cc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,286.283,2.255,5,3,86.99,1,3,MENIN/MLL,Inactive
C002WQ,O=C1CC(c2nc3ccccc3[nH]2)CN1Cc1ccccc1,291.354,2.225,2,1,48.99,3,4,Importin subunit beta-1/Snurportin-1,Active
T002H0,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCCC2C(=O)NCCCCC(=O)O)cc1,480.565,2.104,4,4,127.84,10,3,Integrins,Active
T002W2,CCCCOc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,543.469,4.753,5,2,113.01,11,3,Integrins,Active
T00619,CC(C)c1ccccc1Sc1ccc(-c2csc(N3CCCCC3)n2)cc1C(F)(F)F,462.606,8.365,4,0,16.13,5,4,Integrins,Inactive
C000ZI,COc1cccc(/C=C/c2ccc3cccc(O)c3n2)c1,277.323,3.935,3,1,42.35,3,3,MENIN/MLL,Inactive
T002W3,CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC(O)CC3)ncn2)cc1C(F)(F)F,473.564,6.963,5,1,49.25,5,4,Integrins,Active
